date,region,product,units_sold,unit_price,revenue
2023-08-01,West,Alpha,12,20,248.4
2023-08-01,West,Beta,23,35,835.18
2023-08-01,West,Gamma,26,50,1300.5
2023-08-02,North,Alpha,28,20,562.39
2023-08-02,North,Beta,22,35,817.2
2023-08-02,North,Gamma,27,50,1295.52
2023-08-02,South,Alpha,14,20,278.55
2023-08-02,South,Beta,17,35,592.85
2023-08-02,South,Gamma,28,50,1499.48
2023-08-02,East,Alpha,26,20,504.01
2023-08-02,East,Beta,31,35,1032.66
2023-08-02,East,Gamma,24,50,1160.65
2023-08-02,West,Alpha,7,20,146.52
2023-08-02,West,Beta,25,35,872.77
2023-08-02,West,Gamma,0,50,0.0
2023-08-03,North,Alpha,12,20,258.24
2023-08-03,North,Beta,29,35,975.45
2023-08-03,North,Gamma,25,50,1267.87
2023-08-03,South,Alpha,4,20,76.39
2023-08-03,South,Beta,10,35,378.97
2023-08-03,South,Gamma,23,50,1116.77
2023-08-03,East,Alpha,28,20,578.36
2023-08-03,East,Beta,24,35,914.51
2023-08-03,East,Gamma,15,50,713.88
2023-08-03,West,Alpha,2,20,38.55
2023-08-03,West,Beta,4,35,144.67
2023-08-03,West,Gamma,11,50,559.05
2023-08-04,North,Alpha,23,20,493.81
2023-08-04,North,Beta,19,35,669.55
2023-08-04,North,Gamma,10,50,504.49
2023-08-04,South,Alpha,13,20,276.7
2023-08-04,South,Beta,19,35,712.07
2023-08-04,South,Gamma,28,50,1371.71
2023-08-04,East,Alpha,20,20,386.13
2023-08-04,East,Beta,30,35,1063.71
2023-08-04,East,Gamma,13,50,670.07
2023-08-04,West,Alpha,13,20,252.12
2023-08-04,West,Beta,15,35,524.12
2023-08-04,West,Gamma,8,50,382.39
2023-08-05,North,Alpha,0,20,0.0
2023-08-05,North,Beta,33,35,1214.93
2023-08-05,North,Gamma,15,50,759.48
2023-08-05,South,Alpha,27,20,563.57
2023-08-05,South,Beta,27,35,1033.36
2023-08-05,South,Gamma,22,50,1147.4
2023-08-05,East,Alpha,13,20,275.86
2023-08-05,East,Beta,11,35,369.25
2023-08-05,East,Gamma,7,50,359.56
2023-08-05,West,Alpha,14,20,293.91
2023-08-05,West,Beta,15,35,547.2
2023-08-05,West,Gamma,35,50,1842.99
2023-08-06,North,Alpha,16,20,304.94
2023-08-06,North,Beta,23,35,832.75
2023-08-06,North,Gamma,27,50,1402.71
2023-08-06,South,Alpha,22,20,464.88
2023-08-06,South,Beta,14,35,529.19
2023-08-06,South,Gamma,10,50,539.51
2023-08-06,East,Alpha,22,20,425.94
2023-08-06,East,Beta,22,35,837.75
2023-08-06,East,Gamma,19,50,974.36
2023-08-06,West,Alpha,5,20,104.59
2023-08-06,West,Beta,27,35,1029.15
2023-08-06,West,Gamma,12,50,593.29
2023-08-07,North,Alpha,19,20,399.55
2023-08-07,North,Beta,17,35,571.84
2023-08-07,North,Gamma,4,50,195.31
2023-08-07,South,Alpha,28,20,590.28
2023-08-07,South,Beta,30,35,1042.2
2023-08-07,South,Gamma,0,50,0.0
2023-08-07,East,Alpha,11,20,222.96
2023-08-07,East,Beta,29,35,1101.12
2023-08-07,East,Gamma,19,50,1020.19
2023-08-07,West,Alpha,13,20,251.55
2023-08-07,West,Beta,39,35,1470.34
2023-08-07,West,Gamma,10,50,542.02
2023-08-08,North,Alpha,9,20,194.05
2023-08-08,North,Beta,17,35,577.68
2023-08-08,North,Gamma,18,50,881.92
2023-08-08,South,Alpha,25,20,514.42
2023-08-08,South,Beta,22,35,804.19
2023-08-08,South,Gamma,35,50,1803.28
2023-08-08,East,Alpha,27,20,518.25
2023-08-08,East,Beta,11,35,411.47
2023-08-08,East,Gamma,22,50,1204.44
2023-08-08,West,Alpha,16,20,330.11
2023-08-08,West,Beta,26,35,1000.03
2023-08-08,West,Gamma,7,50,368.78
2023-08-09,North,Alpha,4,20,80.02
2023-08-09,North,Beta,6,35,226.92
2023-08-09,North,Gamma,20,50,1075.49
2023-08-09,South,Alpha,21,20,413.49
2023-08-09,South,Beta,3,35,112.62
2023-08-09,South,Gamma,27,50,1409.45
2023-08-09,East,Alpha,20,20,389.65
2023-08-09,East,Beta,20,35,726.41
2023-08-09,East,Gamma,34,50,1823.06
2023-08-09,West,Alpha,17,20,363.32
2023-08-09,West,Beta,29,35,978.47
2023-08-09,West,Gamma,12,50,651.54
2023-08-10,North,Alpha,17,20,356.34
2023-08-10,North,Beta,19,35,696.0
2023-08-10,North,Gamma,14,50,671.34
2023-08-10,South,Alpha,35,20,758.84
2023-08-10,South,Beta,23,35,879.46
2023-08-10,South,Gamma,20,50,1017.84
2023-08-10,East,Alpha,29,20,567.78
2023-08-10,East,Beta,27,35,960.86
2023-08-10,East,Gamma,24,50,1268.06
2023-08-10,West,Alpha,23,20,470.49
2023-08-10,West,Beta,28,35,980.45
2023-08-10,West,Gamma,18,50,963.89
2023-08-11,North,Alpha,18,20,375.25
2023-08-11,North,Beta,14,35,514.3
2023-08-11,North,Gamma,32,50,1617.03
2023-08-11,South,Alpha,24,20,458.88
2023-08-11,South,Beta,19,35,675.58
2023-08-11,South,Gamma,10,50,483.21
2023-08-11,East,Alpha,29,20,558.97
2023-08-11,East,Beta,21,35,803.88
2023-08-11,East,Gamma,21,50,1017.28
2023-08-11,West,Alpha,18,20,360.67
2023-08-11,West,Beta,16,35,539.16
2023-08-11,West,Gamma,19,50,952.25
2023-08-12,North,Alpha,27,20,514.88
2023-08-12,North,Beta,18,35,681.31
2023-08-12,North,Gamma,25,50,1334.06
2023-08-12,South,Alpha,21,20,434.24
2023-08-12,South,Beta,19,35,694.89
2023-08-12,South,Gamma,16,50,764.8
2023-08-12,East,Alpha,33,20,689.18
2023-08-12,East,Beta,0,35,0.0
2023-08-12,East,Gamma,16,50,837.06
2023-08-12,West,Alpha,30,20,577.47
2023-08-12,West,Beta,24,35,835.96
2023-08-12,West,Gamma,12,50,642.66
2023-08-13,North,Alpha,19,20,403.59
2023-08-13,North,Beta,19,35,675.03
2023-08-13,North,Gamma,17,50,933.85
2023-08-13,South,Alpha,22,20,424.9
2023-08-13,South,Beta,10,35,368.69
2023-08-13,South,Gamma,33,50,1677.71
2023-08-13,East,Alpha,7,20,148.78
2023-08-13,East,Beta,26,35,881.81
2023-08-13,East,Gamma,10,50,520.84
2023-08-13,West,Alpha,20,20,381.22
2023-08-13,West,Beta,6,35,225.46
2023-08-13,West,Gamma,11,50,589.99
2023-08-14,North,Alpha,20,20,395.21
2023-08-14,North,Beta,3,35,115.44
2023-08-14,North,Gamma,17,50,846.76
2023-08-14,South,Alpha,4,20,86.95
2023-08-14,South,Beta,21,35,792.29
2023-08-14,South,Gamma,27,50,1449.65
2023-08-14,East,Alpha,28,20,571.7
2023-08-14,East,Beta,16,35,533.68
2023-08-14,East,Gamma,11,50,570.24
2023-08-14,West,Alpha,13,20,268.37
2023-08-14,West,Beta,16,35,570.48
2023-08-14,West,Gamma,24,50,1280.16
2023-08-15,North,Alpha,25,20,509.39
2023-08-15,North,Beta,39,35,1418.51
2023-08-15,North,Gamma,23,50,1100.48
2023-08-15,South,Alpha,25,20,517.66
2023-08-15,South,Beta,21,35,735.57
2023-08-15,South,Gamma,23,50,1156.17
2023-08-15,East,Alpha,13,20,281.83
2023-08-15,East,Beta,28,35,965.6
2023-08-15,East,Gamma,31,50,1561.08
2023-08-15,West,Alpha,17,20,362.86
2023-08-15,West,Beta,0,35,0.0
2023-08-15,West,Gamma,10,50,515.84
2023-08-16,North,Alpha,19,20,376.39
2023-08-16,North,Beta,15,35,540.17
2023-08-16,North,Gamma,3,50,158.54
2023-08-16,South,Alpha,21,20,449.74
2023-08-16,South,Beta,15,35,523.88
2023-08-16,South,Gamma,20,50,1057.31
2023-08-16,East,Alpha,8,20,170.43
2023-08-16,East,Beta,22,35,767.44
2023-08-16,East,Gamma,23,50,1197.36
2023-08-16,West,Alpha,26,20,536.6
2023-08-16,West,Beta,14,35,515.52
2023-08-16,West,Gamma,14,50,732.56
2023-08-17,North,Alpha,13,20,267.82
2023-08-17,North,Beta,19,35,690.12
2023-08-17,North,Gamma,28,50,1485.37
2023-08-17,South,Alpha,15,20,310.66
2023-08-17,South,Beta,16,35,540.12
2023-08-17,South,Gamma,15,50,796.65
2023-08-17,East,Alpha,18,20,345.01
2023-08-17,East,Beta,8,35,266.09
2023-08-17,East,Gamma,13,50,632.3
2023-08-17,West,Alpha,13,20,270.93
2023-08-17,West,Beta,17,35,644.41
2023-08-17,West,Gamma,25,50,1295.67
2023-08-18,North,Alpha,16,20,339.48
2023-08-18,North,Beta,16,35,611.02
2023-08-18,North,Gamma,16,50,764.43
2023-08-18,South,Alpha,26,20,502.55
2023-08-18,South,Beta,28,35,1067.11
2023-08-18,South,Gamma,19,50,952.0
2023-08-18,East,Alpha,26,20,543.35
2023-08-18,East,Beta,25,35,924.31
2023-08-18,East,Gamma,7,50,358.9
2023-08-18,West,Alpha,14,20,290.11
2023-08-18,West,Beta,20,35,710.19
2023-08-18,West,Gamma,11,50,537.43
2023-08-19,North,Alpha,29,20,576.7
2023-08-19,North,Beta,31,35,1053.73
2023-08-19,North,Gamma,11,50,588.13
2023-08-19,South,Alpha,26,20,535.92
2023-08-19,South,Beta,18,35,646.07
2023-08-19,South,Gamma,20,50,988.26
2023-08-19,East,Alpha,22,20,419.26
2023-08-19,East,Beta,26,35,895.92
2023-08-19,East,Gamma,30,50,1565.75
2023-08-19,West,Alpha,29,20,608.91
2023-08-19,West,Beta,21,35,704.54
2023-08-19,West,Gamma,8,50,389.49
2023-08-20,North,Alpha,12,20,240.48
2023-08-20,North,Beta,21,35,720.04
2023-08-20,North,Gamma,23,50,1189.13
2023-08-20,South,Alpha,20,20,395.15
2023-08-20,South,Beta,16,35,557.42
2023-08-20,South,Gamma,5,50,240.52
2023-08-20,East,Alpha,10,20,196.24
2023-08-20,East,Beta,13,35,484.32
2023-08-20,East,Gamma,17,50,812.5
2023-08-20,West,Alpha,6,20,125.72
2023-08-20,West,Beta,7,35,267.18
2023-08-20,West,Gamma,15,50,817.98
2023-08-21,North,Alpha,19,20,385.98
2023-08-21,North,Beta,12,35,414.45
2023-08-21,North,Gamma,17,50,921.07
2023-08-21,South,Alpha,14,20,299.49
2023-08-21,South,Beta,33,35,1222.12
2023-08-21,South,Gamma,27,50,1311.29
2023-08-21,East,Alpha,25,20,534.4
2023-08-21,East,Beta,20,35,673.86
2023-08-21,East,Gamma,19,50,935.93
2023-08-21,West,Alpha,20,20,411.65
2023-08-21,West,Beta,8,35,282.87
2023-08-21,West,Gamma,9,50,466.27
2023-08-22,North,Alpha,19,20,373.0
2023-08-22,North,Beta,11,35,369.78
2023-08-22,North,Gamma,25,50,1245.07
2023-08-22,South,Alpha,32,20,642.34
2023-08-22,South,Beta,16,35,586.53
2023-08-22,South,Gamma,24,50,1164.75
2023-08-22,East,Alpha,24,20,459.93
2023-08-22,East,Beta,15,35,571.37
2023-08-22,East,Gamma,17,50,902.63
2023-08-22,West,Alpha,19,20,402.78
2023-08-22,West,Beta,27,35,906.32
2023-08-22,West,Gamma,29,50,1416.73
2023-08-23,North,Alpha,10,20,199.15
2023-08-23,North,Beta,37,35,1336.62
2023-08-23,North,Gamma,20,50,1064.43
2023-08-23,South,Alpha,20,20,384.25
2023-08-23,South,Beta,18,35,634.34
2023-08-23,South,Gamma,30,50,1555.89
2023-08-23,East,Alpha,17,20,365.73
2023-08-23,East,Beta,30,35,1069.14
2023-08-23,East,Gamma,14,50,686.09
2023-08-23,West,Alpha,21,20,418.1
2023-08-23,West,Beta,12,35,438.41
2023-08-23,West,Gamma,15,50,780.47
2023-08-24,North,Alpha,24,20,498.22
2023-08-24,North,Beta,25,35,962.35
2023-08-24,North,Gamma,22,50,1070.9
2023-08-24,South,Alpha,30,20,572.04
2023-08-24,South,Beta,17,35,606.56
2023-08-24,South,Gamma,4,50,193.99
2023-08-24,East,Alpha,24,20,508.24
2023-08-24,East,Beta,28,35,1044.5
2023-08-24,East,Gamma,27,50,1430.31
2023-08-24,West,Alpha,26,20,531.01
2023-08-24,West,Beta,19,35,635.05
2023-08-24,West,Gamma,15,50,736.93
2023-08-25,North,Alpha,25,20,507.95
2023-08-25,North,Beta,25,35,951.7
2023-08-25,North,Gamma,6,50,295.03
2023-08-25,South,Alpha,16,20,330.88
2023-08-25,South,Beta,25,35,955.84
2023-08-25,South,Gamma,26,50,1374.05
2023-08-25,East,Alpha,27,20,516.75
2023-08-25,East,Beta,15,35,541.91
2023-08-25,East,Gamma,31,50,1569.85
2023-08-25,West,Alpha,14,20,268.11
2023-08-25,West,Beta,18,35,666.58
2023-08-25,West,Gamma,23,50,1102.34
2023-08-26,North,Alpha,29,20,553.55
2023-08-26,North,Beta,14,35,478.83
2023-08-26,North,Gamma,27,50,1456.34
2023-08-26,South,Alpha,15,20,313.85
2023-08-26,South,Beta,8,35,286.14
2023-08-26,South,Gamma,11,50,557.44
2023-08-26,East,Alpha,21,20,417.75
2023-08-26,East,Beta,5,35,171.83
2023-08-26,East,Gamma,19,50,960.27
2023-08-26,West,Alpha,25,20,490.36
2023-08-26,West,Beta,27,35,926.62
2023-08-26,West,Gamma,20,50,958.41
2023-08-27,North,Alpha,27,20,537.18
2023-08-27,North,Beta,21,35,715.19
2023-08-27,North,Gamma,32,50,1710.05
2023-08-27,South,Alpha,13,20,249.58
2023-08-27,South,Beta,28,35,1044.4
2023-08-27,South,Gamma,29,50,1438.5
2023-08-27,East,Alpha,15,20,301.35
2023-08-27,East,Beta,19,35,694.21
2023-08-27,East,Gamma,20,50,999.73
2023-08-27,West,Alpha,17,20,369.99
2023-08-27,West,Beta,12,35,432.91
2023-08-27,West,Gamma,26,50,1244.56
2023-08-28,North,Alpha,27,20,556.29
2023-08-28,North,Beta,22,35,814.52
2023-08-28,North,Gamma,27,50,1484.67
2023-08-28,South,Alpha,12,20,246.55
2023-08-28,South,Beta,26,35,910.19
2023-08-28,South,Gamma,20,50,1053.61
2023-08-28,East,Alpha,19,20,399.54
2023-08-28,East,Beta,23,35,825.48
2023-08-28,East,Gamma,20,50,1016.61
2023-08-28,West,Alpha,26,20,502.57
2023-08-28,West,Beta,20,35,708.14
2023-08-28,West,Gamma,17,50,934.36
2023-08-29,North,Alpha,27,20,567.6
2023-08-29,North,Beta,12,35,401.44
2023-08-29,North,Gamma,0,50,0.0
2023-08-29,South,Alpha,18,20,373.74
2023-08-29,South,Beta,31,35,1122.88
2023-08-29,South,Gamma,26,50,1332.23
2023-08-29,East,Alpha,18,20,352.0
2023-08-29,East,Beta,25,35,948.02
2023-08-29,East,Gamma,22,50,1060.31
2023-08-29,West,Alpha,11,20,211.11
2023-08-29,West,Beta,16,35,533.98
2023-08-29,West,Gamma,15,50,780.53
2023-08-30,North,Alpha,10,20,207.76
2023-08-30,North,Beta,27,35,952.34
2023-08-30,North,Gamma,15,50,741.27
2023-08-30,South,Alpha,11,20,227.69
2023-08-30,South,Beta,20,35,741.04
2023-08-30,South,Gamma,21,50,1071.69
2023-08-30,East,Alpha,18,20,370.92
2023-08-30,East,Beta,17,35,595.49
2023-08-30,East,Gamma,22,50,1087.78
2023-08-30,West,Alpha,42,20,843.54
2023-08-30,West,Beta,11,35,372.52
2023-08-30,West,Gamma,37,50,1764.74
2023-08-31,North,Alpha,9,20,179.23
2023-08-31,North,Beta,11,35,386.97
2023-08-31,North,Gamma,26,50,1391.21
2023-08-31,South,Alpha,25,20,547.23
2023-08-31,South,Beta,23,35,798.16
2023-08-31,South,Gamma,29,50,1378.92
2023-08-31,East,Alpha,26,20,566.91
2023-08-31,East,Beta,29,35,1032.57
2023-08-31,East,Gamma,22,50,1097.54
2023-08-31,West,Alpha,18,20,368.33
2023-08-31,West,Beta,21,35,718.72
2023-08-31,West,Gamma,32,50,1528.38
2023-09-01,North,Alpha,29,20,615.72
2023-09-01,North,Beta,31,35,1191.84
2023-09-01,North,Gamma,23,50,1160.91
2023-09-01,South,Alpha,13,20,268.86
2023-09-01,South,Beta,3,35,109.24
2023-09-01,South,Gamma,25,50,1261.22
2023-09-01,East,Alpha,18,20,384.24
2023-09-01,East,Beta,16,35,613.44
2023-09-01,East,Gamma,25,50,1356.58
2023-09-01,West,Alpha,30,20,622.35
2023-09-01,West,Beta,24,35,808.22
2023-09-01,West,Gamma,17,50,930.73
2023-09-02,North,Alpha,28,20,571.23
2023-09-02,North,Beta,27,35,967.13
2023-09-02,North,Gamma,23,50,1202.48
2023-09-02,South,Alpha,31,20,634.39
2023-09-02,South,Beta,28,35,985.19
2023-09-02,South,Gamma,6,50,285.19
2023-09-02,East,Alpha,16,20,307.17
2023-09-02,East,Beta,3,35,108.63
2023-09-02,East,Gamma,27,50,1306.88
2023-09-02,West,Alpha,16,20,325.55
2023-09-02,West,Beta,12,35,454.82
2023-09-02,West,Gamma,36,50,1768.21
2023-09-03,North,Alpha,21,20,439.35
2023-09-03,North,Beta,17,35,604.18
2023-09-03,North,Gamma,20,50,1011.16
2023-09-03,South,Alpha,18,20,346.29
2023-09-03,South,Beta,20,35,698.11
2023-09-03,South,Gamma,11,50,560.11
2023-09-03,East,Alpha,21,20,399.57
2023-09-03,East,Beta,18,35,600.79
2023-09-03,East,Gamma,12,50,656.09
2023-09-03,West,Alpha,1,20,20.15
2023-09-03,West,Beta,18,35,614.44
2023-09-03,West,Gamma,22,50,1094.44
2023-09-04,North,Alpha,11,20,231.84
2023-09-04,North,Beta,23,35,842.72
2023-09-04,North,Gamma,18,50,898.2
2023-09-04,South,Alpha,23,20,450.29
2023-09-04,South,Beta,28,35,934.49
2023-09-04,South,Gamma,17,50,908.31
2023-09-04,East,Alpha,37,20,722.33
2023-09-04,East,Beta,35,35,1241.93
2023-09-04,East,Gamma,19,50,1002.86
2023-09-04,West,Alpha,22,20,477.01
2023-09-04,West,Beta,13,35,473.44
2023-09-04,West,Gamma,29,50,1384.53
2023-09-05,North,Alpha,0,20,0.0
2023-09-05,North,Beta,11,35,405.52
2023-09-05,North,Gamma,15,50,743.51
2023-09-05,South,Alpha,29,20,611.38
2023-09-05,South,Beta,38,35,1285.5
2023-09-05,South,Gamma,25,50,1250.24
2023-09-05,East,Alpha,25,20,521.91
2023-09-05,East,Beta,38,35,1335.23
2023-09-05,East,Gamma,22,50,1199.95
2023-09-05,West,Alpha,7,20,150.18
2023-09-05,West,Beta,19,35,697.46
2023-09-05,West,Gamma,22,50,1055.9
2023-09-06,North,Alpha,27,20,518.79
2023-09-06,North,Beta,8,35,267.09
2023-09-06,North,Gamma,21,50,1051.86
2023-09-06,South,Alpha,23,20,481.86
2023-09-06,South,Beta,8,35,300.1
2023-09-06,South,Gamma,11,50,604.68
2023-09-06,East,Alpha,8,20,163.6
2023-09-06,East,Beta,20,35,713.8
2023-09-06,East,Gamma,25,50,1271.43
2023-09-06,West,Alpha,26,20,519.14
2023-09-06,West,Beta,13,35,440.97
2023-09-06,West,Gamma,22,50,1153.43
2023-09-07,North,Alpha,11,20,223.96
2023-09-07,North,Beta,21,35,719.6
2023-09-07,North,Gamma,33,50,1735.62
2023-09-07,South,Alpha,17,20,334.61
2023-09-07,South,Beta,17,35,569.15
2023-09-07,South,Gamma,21,50,1139.7
2023-09-07,East,Alpha,19,20,371.37
2023-09-07,East,Beta,25,35,928.98
2023-09-07,East,Gamma,25,50,1317.08
2023-09-07,West,Alpha,20,20,422.83
2023-09-07,West,Beta,6,35,201.67
2023-09-07,West,Gamma,34,50,1798.73
2023-09-08,North,Alpha,38,20,826.21
2023-09-08,North,Beta,23,35,881.35
2023-09-08,North,Gamma,23,50,1249.51
2023-09-08,South,Alpha,14,20,291.63
2023-09-08,South,Beta,22,35,793.89
2023-09-08,South,Gamma,6,50,324.02
2023-09-08,East,Alpha,24,20,504.63
2023-09-08,East,Beta,14,35,526.85
2023-09-08,East,Gamma,21,50,1117.12
2023-09-08,West,Alpha,8,20,161.39
2023-09-08,West,Beta,21,35,698.85
2023-09-08,West,Gamma,13,50,629.05
2023-09-09,North,Alpha,29,20,566.62
2023-09-09,North,Beta,23,35,765.66
2023-09-09,North,Gamma,16,50,816.93
2023-09-09,South,Alpha,13,20,252.4
2023-09-09,South,Beta,20,35,692.52
2023-09-09,South,Gamma,13,50,678.14
2023-09-09,East,Alpha,20,20,414.69
2023-09-09,East,Beta,29,35,999.71
2023-09-09,East,Gamma,36,50,1819.72
2023-09-09,West,Alpha,25,20,505.03
2023-09-09,West,Beta,21,35,718.28
2023-09-09,West,Gamma,18,50,903.92
2023-09-10,North,Alpha,24,20,511.56
2023-09-10,North,Beta,1,35,33.75
2023-09-10,North,Gamma,19,50,1028.21
2023-09-10,South,Alpha,16,20,306.85
2023-09-10,South,Beta,17,35,587.76
2023-09-10,South,Gamma,10,50,479.7
2023-09-10,East,Alpha,17,20,340.53
2023-09-10,East,Beta,32,35,1083.0
2023-09-10,East,Gamma,16,50,822.55
2023-09-10,West,Alpha,18,20,359.85
2023-09-10,West,Beta,18,35,683.64
2023-09-10,West,Gamma,10,50,502.8
2023-09-11,North,Alpha,28,20,609.83
2023-09-11,North,Beta,30,35,1100.43
2023-09-11,North,Gamma,24,50,1250.14
2023-09-11,South,Alpha,2,20,43.61
2023-09-11,South,Beta,40,35,1365.18
2023-09-11,South,Gamma,20,50,1091.43
2023-09-11,East,Alpha,30,20,593.94
2023-09-11,East,Beta,25,35,919.77
2023-09-11,East,Gamma,17,50,819.51
2023-09-11,West,Alpha,22,20,482.99
2023-09-11,West,Beta,19,35,653.29
2023-09-11,West,Gamma,19,50,942.32
2023-09-12,North,Alpha,2,20,39.95
2023-09-12,North,Beta,20,35,759.79
2023-09-12,North,Gamma,16,50,763.96
2023-09-12,South,Alpha,7,20,144.57
2023-09-12,South,Beta,16,35,555.53
2023-09-12,South,Gamma,19,50,1001.36
2023-09-12,East,Alpha,29,20,629.46
2023-09-12,East,Beta,15,35,516.07
2023-09-12,East,Gamma,12,50,608.38
2023-09-12,West,Alpha,13,20,260.78
2023-09-12,West,Beta,9,35,308.82
2023-09-12,West,Gamma,16,50,839.97
2023-09-13,North,Alpha,18,20,393.44
2023-09-13,North,Beta,35,35,1192.01
2023-09-13,North,Gamma,23,50,1142.88
2023-09-13,South,Alpha,17,20,372.48
2023-09-13,South,Beta,21,35,700.73
2023-09-13,South,Gamma,15,50,783.71
2023-09-13,East,Alpha,5,20,96.96
2023-09-13,East,Beta,21,35,717.34
2023-09-13,East,Gamma,22,50,1052.85
2023-09-13,West,Alpha,31,20,596.46
2023-09-13,West,Beta,13,35,449.62
2023-09-13,West,Gamma,33,50,1674.83
2023-09-14,North,Alpha,29,20,569.16
2023-09-14,North,Beta,13,35,446.83
2023-09-14,North,Gamma,24,50,1249.19
2023-09-14,South,Alpha,17,20,363.62
2023-09-14,South,Beta,11,35,381.45
2023-09-14,South,Gamma,28,50,1434.68
2023-09-14,East,Alpha,26,20,511.28
2023-09-14,East,Beta,15,35,500.94
2023-09-14,East,Gamma,27,50,1421.16
2023-09-14,West,Alpha,28,20,562.93
2023-09-14,West,Beta,37,35,1338.73
2023-09-14,West,Gamma,11,50,596.68
2023-09-15,North,Alpha,16,20,330.42
2023-09-15,North,Beta,29,35,1072.35
2023-09-15,North,Gamma,23,50,1121.08
2023-09-15,South,Alpha,16,20,323.73
2023-09-15,South,Beta,6,35,217.58
2023-09-15,South,Gamma,16,50,765.56
2023-09-15,East,Alpha,23,20,460.43
2023-09-15,East,Beta,30,35,1042.58
2023-09-15,East,Gamma,23,50,1144.63
2023-09-15,West,Alpha,21,20,401.16
2023-09-15,West,Beta,20,35,743.64
2023-09-15,West,Gamma,11,50,582.42
2023-09-16,North,Alpha,19,20,390.13
2023-09-16,North,Beta,22,35,764.1
2023-09-16,North,Gamma,31,50,1546.62
2023-09-16,South,Alpha,23,20,442.73
2023-09-16,South,Beta,9,35,318.47
2023-09-16,South,Gamma,26,50,1335.76
2023-09-16,East,Alpha,11,20,236.83
2023-09-16,East,Beta,16,35,550.62
2023-09-16,East,Gamma,7,50,337.94
2023-09-16,West,Alpha,14,20,296.43
2023-09-16,West,Beta,10,35,344.68
2023-09-16,West,Gamma,14,50,719.58
2023-09-17,North,Alpha,29,20,588.51
2023-09-17,North,Beta,28,35,960.28
2023-09-17,North,Gamma,18,50,928.97
2023-09-17,South,Alpha,22,20,480.67
2023-09-17,South,Beta,12,35,418.81
2023-09-17,South,Gamma,22,50,1086.85
2023-09-17,East,Alpha,22,20,481.95
2023-09-17,East,Beta,23,35,774.87
2023-09-17,East,Gamma,17,50,890.52
2023-09-17,West,Alpha,36,20,742.43
2023-09-17,West,Beta,23,35,792.33
2023-09-17,West,Gamma,29,50,1401.27
2023-09-18,North,Alpha,12,20,242.35
2023-09-18,North,Beta,19,35,642.58
2023-09-18,North,Gamma,32,50,1564.67
2023-09-18,South,Alpha,26,20,502.86
2023-09-18,South,Beta,24,35,919.53
2023-09-18,South,Gamma,25,50,1341.05
2023-09-18,East,Alpha,14,20,280.72
2023-09-18,East,Beta,13,35,473.41
2023-09-18,East,Gamma,17,50,903.28
2023-09-18,West,Alpha,17,20,362.69
2023-09-18,West,Beta,18,35,612.24
2023-09-18,West,Gamma,23,50,1184.72
2023-09-19,North,Alpha,6,20,128.36
2023-09-19,North,Beta,12,35,445.38
2023-09-19,North,Gamma,23,50,1199.6
2023-09-19,South,Alpha,24,20,491.32
2023-09-19,South,Beta,21,35,718.39
2023-09-19,South,Gamma,22,50,1191.41
2023-09-19,East,Alpha,3,20,60.8
2023-09-19,East,Beta,23,35,860.89
2023-09-19,East,Gamma,18,50,926.14
2023-09-19,West,Alpha,8,20,172.71
2023-09-19,West,Beta,23,35,823.09
2023-09-19,West,Gamma,12,50,623.71
2023-09-20,North,Alpha,41,20,808.84
2023-09-20,North,Beta,21,35,778.89
2023-09-20,North,Gamma,6,50,325.52
2023-09-20,South,Alpha,22,20,456.08
2023-09-20,South,Beta,34,35,1179.28
2023-09-20,South,Gamma,29,50,1494.89
2023-09-20,East,Alpha,32,20,651.0
2023-09-20,East,Beta,25,35,916.58
2023-09-20,East,Gamma,23,50,1170.71
2023-09-20,West,Alpha,22,20,473.88
2023-09-20,West,Beta,30,35,1014.83
2023-09-20,West,Gamma,25,50,1315.06
2023-09-21,North,Alpha,11,20,212.54
2023-09-21,North,Beta,17,35,653.43
2023-09-21,North,Gamma,11,50,589.05
2023-09-21,South,Alpha,0,20,0.0
2023-09-21,South,Beta,10,35,376.02
2023-09-21,South,Gamma,16,50,776.91
2023-09-21,East,Alpha,9,20,188.39
2023-09-21,East,Beta,29,35,986.05
2023-09-21,East,Gamma,12,50,657.12
2023-09-21,West,Alpha,12,20,252.86
2023-09-21,West,Beta,17,35,614.63
2023-09-21,West,Gamma,13,50,681.34
2023-09-22,North,Alpha,29,20,574.37
2023-09-22,North,Beta,19,35,666.55
2023-09-22,North,Gamma,35,50,1831.98
2023-09-22,South,Alpha,19,20,373.07
2023-09-22,South,Beta,21,35,775.26
2023-09-22,South,Gamma,19,50,964.97
2023-09-22,East,Alpha,14,20,293.85
2023-09-22,East,Beta,9,35,346.2
2023-09-22,East,Gamma,17,50,897.3
2023-09-22,West,Alpha,38,20,733.49
2023-09-22,West,Beta,16,35,606.56
2023-09-22,West,Gamma,22,50,1057.78
2023-09-23,North,Alpha,22,20,453.82
2023-09-23,North,Beta,10,35,336.26
2023-09-23,North,Gamma,19,50,989.38
2023-09-23,South,Alpha,10,20,218.22
2023-09-23,South,Beta,31,35,1062.25
2023-09-23,South,Gamma,24,50,1250.53
2023-09-23,East,Alpha,38,20,788.3
2023-09-23,East,Beta,13,35,437.22
2023-09-23,East,Gamma,32,50,1725.49
2023-09-23,West,Alpha,23,20,464.89
2023-09-23,West,Beta,9,35,301.27
